0.0005609989,,0.0003241963,0.0003317071,0.0226430628
0.0004010201,,,,
0.0003061295,,,,
0.0003151894,,,,
0.0003321171,,,,
0.0003080368,,,,
0.0005888939,,,,
0.0004990101,,,,
0.000300169,,,,
0.0002968311,,,,
0.0002980232,,,,
0.0002970695,,,,
0.0002958775,,,,
0.000300169,,,,
0.0002970695,,,,
0.0003700256,,,,
0.0002989769,,,,
0.0002980232,,,,
0.0003118515,,,,
0.000328064,,,,
0.0003628731,,,,
0.0002989769,,,,
0.000371933,,,,
0.0003240108,,,,
0.000300169,,,,
0.0003259182,,,,
0.0003578663,,,,
0.0003120899,,,,
0.0003130436,,,,
0.0002999306,,,,
0.0004580021,,,,
0.0005049706,,,,
0.000300169,,,,
0.0003080368,,,,
0.0002980232,,,,
0.0002989769,,,,
0.0002968311,,,,
0.0002970695,,,,
0.0003170967,,,,
0.0003070831,,,,
0.0003011227,,,,
0.0002989769,,,,
0.0002989769,,,,
0.00030303,,,,
0.0002989769,,,,
0.0003011227,,,,
0.0002980232,,,,
0.0002989769,,,,
0.0003008842,,,,
0.0002980232,,,,
0.000316143,,,,
0.0003089905,,,,
0.0003051758,,,,
0.0003099442,,,,
0.0003039837,,,,
0.0005879402,,,,
0.0003390312,,,,
0.0003190041,,,,
0.0003039837,,,,
0.0003049374,,,,
0.0003080368,,,,
0.0003049374,,,,
0.0003049374,,,,
0.0003120899,,,,
0.0003049374,,,,
0.0003039837,,,,
0.0003068447,,,,
0.0003089905,,,,
0.000305891,,,,
0.0003061295,,,,
0.0003061295,,,,
0.0003051758,,,,
0.0003039837,,,,
0.0003111362,,,,
0.0003039837,,,,
0.000305891,,,,
0.0003049374,,,,
0.00030303,,,,
0.0003077984,,,,
0.0003409386,,,,
0.0003111362,,,,
0.0004479885,,,,
0.0005779266,,,,
0.0003118515,,,,
0.0003099442,,,,
0.0003099442,,,,
0.0003039837,,,,
0.0002970695,,,,
0.0002968311,,,,
0.0002958775,,,,
0.0003499985,,,,
0.0002980232,,,,
0.0002968311,,,,
0.0002970695,,,,
0.0003008842,,,,
0.0002970695,,,,
0.0003509521,,,,
0.0002980232,,,,
0.0002977848,,,,
0.0003449917,,,,
0.0002970695,,,,
0.0002999306,,,,
0.0003428459,,,,
0.0003120899,,,,
0.0003340244,,,,
0.000344038,,,,
0.0003530979,,,,
0.000387907,,,,
0.0005829334,,,,
0.0003628731,,,,
0.0002999306,,,,
0.0003039837,,,,
0.0002989769,,,,
0.0003590584,,,,
0.0002980232,,,,
0.0002980232,,,,
0.0002977848,,,,
0.0004410744,,,,
0.0002970695,,,,
0.0003478527,,,,
0.0002970695,,,,
0.0002989769,,,,
0.0002992153,,,,
0.0003149509,,,,
0.0003061295,,,,
0.0003139973,,,,
0.0003080368,,,,
0.000305891,,,,
0.0003139973,,,,
0.0003130436,,,,
0.0003080368,,,,
0.0005409718,,,,
0.0005538464,,,,
0.0003099442,,,,
0.0003519058,,,,
0.0003051758,,,,
0.0003111362,,,,
0.0003070831,,,,
0.000344038,,,,
0.0003068447,,,,
0.0003101826,,,,
0.000305891,,,,
0.0003061295,,,,
0.0003080368,,,,
0.0003061295,,,,
0.0003049374,,,,
0.0003101826,,,,
0.0003070831,,,,
0.000305891,,,,
0.0003070831,,,,
0.0003061295,,,,
0.0003049374,,,,
0.0003099442,,,,
0.000328064,,,,
0.0003061295,,,,
0.0003061295,,,,
0.0003211498,,,,
0.0003080368,,,,
0.0003349781,,,,
0.0003108978,,,,
0.000546217,,,,
0.0005950928,,,,
0.0003008842,,,,
0.0003509521,,,,
0.0002980232,,,,
0.0002980232,,,,
0.0003271103,,,,
0.0003008842,,,,
0.0003809929,,,,
0.0003290176,,,,
0.0004010201,,,,
0.0003092289,,,,
0.0006959438,,,,
0.0004339218,,,,
0.0003108978,,,,
0.0003449917,,,,
0.0003080368,,,,
0.0003080368,,,,
0.0003170967,,,,
0.0003068447,,,,
0.0003049374,,,,
0.000305891,,,,
0.0003659725,,,,
0.0003089905,,,,
0.0003080368,,,,
0.0004251003,,,,
0.0005400181,,,,
0.0003099442,,,,
0.0003080368,,,,
0.0003070831,,,,
0.0003049374,,,,
0.0003101826,,,,
0.0003068447,,,,
0.000305891,,,,
0.0003089905,,,,
0.0003089905,,,,
0.0003061295,,,,
0.0003070831,,,,
0.0003089905,,,,
0.0003070831,,,,
0.0003049374,,,,
0.0003409386,,,,
0.0003111362,,,,
0.000305891,,,,
0.000305891,,,,
0.0003049374,,,,
0.0003089905,,,,
0.0003061295,,,,
0.0003068447,,,,
0.000305891,,,,
0.0003230572,,,,
0.0005500317,,,,
0.0004258156,,,,
0.0003869534,,,,
0.0004370213,,,,
0.0004110336,,,,
0.0003829002,,,,
0.0003621578,,,,
0.0003781319,,,,
0.0003359318,,,,
0.0003180504,,,,
0.0003669262,,,,
0.0003621578,,,,
0.0003302097,,,,
0.0004580021,,,,
0.0003769398,,,,
0.0004651546,,,,
0.0004529953,,,,
0.0004339218,,,,
0.0003190041,,,,
0.0003240108,,,,
0.0003199577,,,,
0.00041008,,,,
0.0003209114,,,,
0.0003499985,,,,
0.0003221035,,,,
0.0003089905,,,,
0.0003049374,,,,
0.0002980232,,,,
0.0003108978,,,,
0.0003070831,,,,
0.0003709793,,,,
0.0003321171,,,,
0.0003089905,,,,
0.0003149509,,,,
0.0003190041,,,,
0.0003609657,,,,
0.0003061295,,,,
0.0003118515,,,,
0.0003101826,,,,
0.000305891,,,,
0.0003049374,,,,
0.0006330013,,,,
